Sr_No.,Lawyer_name,Practice_area,Firm_name,Firm_size,Target_audience,Designation,Years_of_Experience,Total_cases,Successful_cases,Affiliation,Client_reviews,Nominal_fees_per_hearing,Bar_Council_ID
1878,Rekha Khan,Family Lawyer,Titus & Co,393,Families,Principal Associate,8,97,87,High Court,Professional demeanor and exceptional legal expertise. | Empathetic and understanding. Made me feel valued. | Professional approach and excellent outcome in my case.,182928,NB/MN/2016/92784
1879,Vikas Kadam,Criminal Lawyer,"Chiramel & Co, Solicitors and Advocates",448,Accused Individuals,Of Counsel,13,329,231,District Court,Professional demeanor and exceptional legal expertise. | Thorough and meticulous in every aspect of the case. | Reliable and trustworthy. Delivered on their promises.,304930,NB/OR/2011/97840
1880,Renu Bhagat,Personal Injury Lawyer,Lahoti Advocates,256,Victims of Malpractice,Independent Legal Consultant,8,121,111,Supreme Court of India,Misguided and failed to achieve the desired outcome. | Poor attention to detail led to errors in my case. | Disorganized and failed to meet case requirements.,291099,NB/G/2016/82202
1881,Abhishek Bhagat,Education Lawyer,Kirkland & Ellis LLP,50,Parents,Junior Associate / Associate,0,25,25,District Court,Not as knowledgeable as expected. Did not meet my expectations. | Felt my case was not handled with enough urgency. | Did not represent my interests effectively in court.,44469,NB/CG/2024/12804
1882,Renu Bhagat,Employment Lawyer,Phoenix Legal,284,Employees,Of Counsel,14,258,196,District Court,Always available and attentive to my needs. | Confident and competent. I felt secure with their representation. | Exceptional legal skills and always available to answer questions.,315392,NB/UP/2010/37556
1883,Anupam Dubey,Securities Lawyer,Dua Associates,398,Financial Institutions,Government Counsel,9,171,171,High Court,Clear communication and prompt responses. Highly recommend. | Excellent communication and outstanding client care. | Outstanding client service and thorough legal representation.,123083,NB/JK/2015/98530
1884,Harish Mehta,Real Estate Lawyer,Clifford Chance LLP,114,Tenants,Senior Associate,5,60,58,Supreme Court of India,Made me feel undervalued and ignored my inputs. | Inadequate preparation and subpar legal advice. | Lack of professionalism and failed to keep me informed.,86186,NB/KAR/2019/88013
1885,Kavita Kulkarni,Entertainment Lawyer,P&A Law Offices,342,Artists,Principal Associate,7,95,85,Bar Council of India,Efficient and effective. Made a complex process straightforward. | Caring and attentive to my needs. Very pleased with the outcome. | Great attention to detail and thorough in handling my case.,165479,NB/G/2017/86751
1886,Shweta Chopra,Tax Lawyer,Lakshmikumaran & Sridharan,17,Taxpayers,Legal Aid Lawyer,3,13,10,High Court,Thorough and meticulous in every aspect of the case. | Highly recommended for their expertise and professionalism. | Dedicated and diligent. Always kept me informed.,59633,NB/OR/2021/45073
1887,Anjali Iyer,Civil Lawyer,Legacy Law Offices,165,Individuals,Advocate,1,10,8,High Court,Thorough preparation and outstanding legal advice. | Confident and competent. I felt secure with their representation. | Exceptional legal skills and always available to answer questions.,86677,NB/MAH/2023/48034
1888,Vishal Kadam,Corporate Lawyer,Kachwaha & Partners,313,Shareholders,Senior Advocate,14,284,281,Supreme Court of India,Great attention to detail and thorough in handling my case. | Very professional and handled my case with great expertise. | Exceptional service with a strong focus on client needs.,882307,NB/MN/2010/66150
1889,Shweta Dubey,Elder Lawyer,RPV Legal,480,Nursing Homes,Counsel,9,159,146,Bar Council of India,Excellent communication and outstanding client care. | Great advocate. Got me the best possible result in my case. | Great support throughout the legal process.,302104,NB/G/2015/54038
1890,Kavita Patel,Military Lawyer,Finsec Law Advisors,277,Government Agencies,Senior Associate,5,60,54,Supreme Court of India,Subpar service and lack of attention to my case. | Provided vague advice and seemed disinterested. | Ineffective communication and lack of detailed information.,99993,NB/DL/2019/28334
1891,Sneha Menon,Securities Lawyer,UJ LEGAL LLP,399,Stockbrokers,Senior Advocate,15,320,302,Bar Council of India,Top-notch service. Went above and beyond to ensure a positive result. | Very satisfied with the outcome and the service provided. | Highly recommended for their expertise and professionalism.,245273,NB/KAR/2009/43035
1892,Siddhi Bhat,Immigration Lawyer,LEGALLANDS LLP,116,Immigrants,Independent Legal Consultant,8,130,109,High Court,Experienced and skilled. Made me feel confident throughout. | Very professional and handled my case with great expertise. | Effective and result-oriented. Highly satisfied with the service.,250285,NB/OR/2016/75123
1893,Dinesh Rajput,Real Estate Lawyer,Dhwaj & Associates,150,Tenants,Solicitor,6,108,77,District Court,Great support throughout the legal process. | Proactive and strategic in handling my legal issues. | Proficient in handling legal matters with great care.,250314,NB/HP/2018/22259
1894,Pooja Yadav,Employment Lawyer,White & Case LLP,141,Employers,Independent Legal Consultant,8,137,137,Supreme Court of India,Unprofessional behavior and missed important deadlines. | Unacceptable level of service and attention. | Disappointing experience with slow progress and poor outcomes.,217972,NB/OR/2016/87345
1895,Bhavna Sharma,Sports Lawyer,"BRUS CHAMBERS, Advocates & Solicitors",38,Agencies,Principal Associate,5,83,71,District Court,Mismanaged my case and provided inadequate support. | Disorganized and failed to meet case requirements. | Subpar service and lack of attention to my case.,222723,NB/JH/2019/28191
1896,Suresh Reddy,Health Lawyer,Jones Day,320,Insurance Companies,Junior Associate / Associate,1,39,38,Bar Council of India,Great strategic thinking and problem-solving skills. | Dedicated and diligent. Always kept me informed. | Exceptional legal skills and always available to answer questions.,44731,NB/UP/2023/61672
1897,Rohit Basu,Bankruptcy Lawyer,LexCounsel,349,Creditors,Senior Associate,4,59,41,District Court,Great advocate. Got me the best possible result in my case. | Professional and reliable. Made the legal process smooth and manageable. | Professional demeanor and exceptional legal expertise.,128279,NB/MAH/2020/15679
1898,Renu Mehta,Health Lawyer,AQUILAW,78,Hospitals,Counsel,11,199,139,Bar Council of India,Failure to meet deadlines and follow through on promises. | Poor handling of legal documents and paperwork. | Inadequate response to urgent legal matters.,216359,NB/OR/2013/12746
1899,Rohit Chaudhary,Animal Lawyer,Dua Associates,257,Pet Owners,Advocate,3,17,16,Supreme Court of India,Top-notch service. Went above and beyond to ensure a positive result. | Great advocate. Got me the best possible result in my case. | Always available and attentive to my needs.,64155,NB/KAR/2021/65696
1900,Anupam Kulkarni,Securities Lawyer,Juris Corp,221,Investors,Managing Associate,12,214,149,Supreme Court of India,Excellent service. Made a stressful situation much easier to handle. | Exceptional legal skills and always available to answer questions. | Caring and attentive to my needs. Very pleased with the outcome.,211338,NB/TN/2012/49301
1901,Amit Yadav,Animal Lawyer,Juris Arena,388,Animal Rights Organizations,Principal Associate,6,95,80,Supreme Court of India,Limited understanding of my case and its complexities. | Failure to communicate important updates and changes. | Ineffective communication and lack of detailed information.,224372,NB/MAH/2018/55708
1902,Rohit Patel,Animal Lawyer,Gopakumar Nair Associates,228,Zoos,Solicitor,6,184,139,District Court,Overpromised and underdelivered. Disappointed with the service. | Unreliable and ineffective in managing legal proceedings. | Did not demonstrate adequate legal knowledge.,557998,NB/HP/2018/38392
1903,Meera Pillai,Business Lawyer,Law Offices of Panag & Babu,176,Corporations,Non-Equity Partner,11,220,162,Bar Council of India,Proactive and strategic in handling my legal issues. | Responsive and proactive. Addressed all my concerns promptly. | Effective and result-oriented. Highly satisfied with the service.,579538,NB/BCT/2013/85194
1904,Kavita Bhagat,Real Estate Lawyer,Solomon & Co. Advocates & Solicitors,99,Property Sellers,Solicitor,8,181,171,Supreme Court of India,Proficient in handling legal matters with great care. | Clear communication and prompt responses. Highly recommend. | Confident and competent. I felt secure with their representation.,414440,NB/BR/2016/41185
1905,Meera Chopra,Personal Injury Lawyer,Gravitas Legal,180,Workers,Managing Associate,8,153,133,District Court,Professional approach and excellent outcome in my case. | Dedicated and diligent. Always kept me informed. | Clear communication and prompt responses. Highly recommend.,208757,NB/G/2016/65533
1906,Siddhi Yadav,Intellectual Property Lawyer,Lakshmikumaran & Sridharan,462,Companies,Legal Advisor,10,165,149,Bar Council of India,Unreliable and ineffective in managing legal proceedings. | Unprofessional behavior and missed important deadlines. | Unprofessional conduct and lack of expertise.,396757,NB/TS/2014/18826
1907,Jyoti Dubey,Education Lawyer,"King, Stubb & Kasiva",236,Parents,In-House Counsel,7,165,162,Supreme Court of India,Highly knowledgeable and provided excellent advice throughout. | Top-notch service. Went above and beyond to ensure a positive result. | Very professional and handled my case with great expertise.,245588,NB/KAR/2017/55448
1908,Priya Kaul,Employment Lawyer,Khaitan & Co.,119,HR Departments,Solicitor,8,153,122,Supreme Court of India,Dedicated to their clients and achieved favorable outcomes. | Efficient and effective. Made a complex process straightforward. | Proactive and strategic in handling my legal issues.,672736,NB/MP/2016/82298
1909,Shweta Pillai,Tax Lawyer,Desai & Diwanji,189,Businesses,Solicitor,9,173,136,High Court,"Great attention to detail and thorough in handling my case. | Very responsive and provided excellent legal counsel. | Professional, reliable, and easy to work with. Satisfied client.",670446,NB/MN/2015/85797
1910,Bhavna Das,Sports Lawyer,S&A Law Offices,114,Athletes,Senior Advocate,10,335,318,District Court,Inadequate preparation and subpar legal advice. | Unsatisfactory result and poor management of my case. | Poorly handled legal negotiations and settlements.,820824,NB/OR/2014/51948
1911,Divya Chopra,Securities Lawyer,RNA Technology and IP Attorneys,32,Investors,Legal Advisor,8,172,136,Bar Council of India,Supportive and empathetic. Always had my best interests in mind. | Thorough preparation and outstanding legal advice. | Dedicated to their clients and achieved favorable outcomes.,372443,NB/TN/2016/97673
1912,Deepak Saxena,Environmental Lawyer,Chadha & Chadha IP,130,Conservation Organizations,Independent Legal Consultant,9,171,169,Bar Council of India,Poorly handled legal negotiations and settlements. | Ineffective communication and lack of detailed information. | Unprofessional behavior and missed important deadlines.,117468,NB/AP/2015/36947
1913,Suman Bhagat,Criminal Lawyer,AnantLaw,85,Crime Victims,Counsel,8,250,243,Supreme Court of India,Provided vague advice and seemed disinterested. | Provided substandard legal service and advice. | Unsatisfactory result and poor management of my case.,202347,NB/MP/2016/46193
1914,Priya Reddy,Administrative Lawyer,Anhad Law,202,Organizations,Principal Associate,5,86,75,High Court,Provided incorrect information and poor advice. | Failure to provide effective legal representation. | Disorganized and failed to meet case requirements.,164081,NB/BR/2019/59634
1915,Shivani Sethi,Maritime Lawyer,Zeus Law Associates,224,Port Authorities,Managing Associate,12,237,233,Bar Council of India,Great strategic thinking and problem-solving skills. | Knowledgeable and detail-oriented. Provided great support. | Very responsive and provided excellent legal counsel.,274921,NB/UK/2012/94334
1916,Harish Kaul,Securities Lawyer,Amicus,157,Investors,Solicitor,5,153,108,Supreme Court of India,Outstanding client service and thorough legal representation. | Confident and competent. I felt secure with their representation. | Great strategic thinking and problem-solving skills.,660036,NB/CG/2019/91990
